Date,Mark Minervini,William O'Neil,Jesse Livermore,Steve Burns,50 檔平均持有,加權指數
2026-07-19,27.922,3.1895,4.1137,16.1251,16.5086,5.2469
2026-07-26,28.101,3.052,4.1956,16.7042,17.0967,5.3679
2026-08-02,27.5193,3.052,4.2381,16.4797,16.8862,5.3021
2026-08-09,28.9962,3.052,4.2042,17.1472,17.5684,5.4381
2026-08-16,30.5775,3.377,4.4373,17.9549,18.3615,5.633
2026-08-23,29.7304,3.2463,4.3625,17.6696,18.1136,5.5608
2026-08-30,31.0884,3.2092,4.6426,18.3098,18.7406,5.697
2026-09-06,32.279,3.1918,4.814,18.8985,19.3256,5.724
2026-09-13,31.9178,3.0445,4.6909,18.7078,19.1358,5.6789
2026-09-20,32.4069,3.0914,4.7183,19.009,19.4206,5.8014
2026-09-27,32.664,3.1365,4.6982,19.142,19.5785,5.8514
